número;región de tramitación;comuna de tramitación
32693-16804-IF;VI del Libertador General Bernardo O'Higgins;Pichidegua
16701-75004-LO;VII del Maule;Curepto
6026-62962-NO;VIII del Bío-Bío;San Pedro de la Paz
69371-3118-BI;VIII del Bío-Bío;Tucapel
36814-66639-JJ;XII de Magallanes y de La Antártica Chilena;Cabo de Hornos
14947-61143-MK;Metropolitana de Santiago;San José de Maipo
75310-25848-LE;Metropolitana de Santiago;Lo Prado
49962-70103-OF;X de Los Lagos;Puerto Varas
5530-49118-NG;Metropolitana de Santiago;Lampa
6671-23279-BG;V de Valparaíso;Catemu
49292-68980-LH;VII del Maule;Curepto
9379-3766-JG;IX de La Araucanía;Ercilla
3097-31425-LH;V de Valparaíso;Zapallar
8024-45963-LD;V de Valparaíso;Concón
98287-60029-JL;VI del Libertador General Bernardo O'Higgins;Nancagua
13970-21194-KL;V de Valparaíso;Papudo
70143-47697-NA;Metropolitana de Santiago;El Bosque
36195-22269-GL;III de Atacama;Chañaral
92436-91289-BG;Metropolitana de Santiago;Conchalí
11457-82535-FI;VI del Libertador General Bernardo O'Higgins;Rengo
37339-40430-OE;X de Los Lagos;Osorno
57904-92365-BD;VIII del Bío-Bío;Yumbel
43554-95970-IF;VII del Maule;Hualañé
16995-36069-EB;Metropolitana de Santiago;Ñuñoa
43823-3002-GO;IX de La Araucanía;Padre Las Casas
36466-10798-GM;Metropolitana de Santiago;San Joaquín
58874-15346-KI;IX de La Araucanía;Angol
84293-66569-BG;Metropolitana de Santiago;Lo Prado
78687-50362-JL;XI de Aysén del General Carlos Ibáñez del Campo;Cisnes
24794-85380-JA;XVI de Ñuble;Coihueco
48357-91286-FD;Metropolitana de Santiago;San Joaquín
94306-68203-BB;X de Los Lagos;Calbuco
92488-78638-ID;VI del Libertador General Bernardo O'Higgins;Nancagua
81820-79827-LA;V de Valparaíso;Nogales
59838-91905-LH;X de Los Lagos;Fresia
18985-17480-KD;XVI de Ñuble;San Fabián
50883-89702-OJ;IX de La Araucanía;Purén
82887-70400-IO;VIII del Bío-Bío;Cañete
54167-79580-EF;IV de Coquimbo;Punitaqui
62479-53248-BA;IV de Coquimbo;Combarbalá
65730-78621-BG;XVI de Ñuble;Cobquecura
36543-30561-IH;VI del Libertador General Bernardo O'Higgins;Litueche
35730-3169-DE;III de Atacama;Vallenar
69234-50281-DA;VII del Maule;Pelluhue
70790-81694-BH;V de Valparaíso;La Cruz
61730-44205-JH;IV de Coquimbo;Andacollo
99540-24115-KD;XIV de Los Ríos;Río Bueno
17427-28971-HJ;XVI de Ñuble;Portezuelo
34168-33974-II;Metropolitana de Santiago;La Granja
76299-84842-BD;VIII del Bío-Bío;Yumbel
93592-42789-JD;V de Valparaíso;Cartagena
25732-45338-ME;X de Los Lagos;Fresia
3162-49799-AD;VIII del Bío-Bío;Alto Biobío
88841-33516-DF;Metropolitana de Santiago;Pudahuel
65104-23686-JF;VI del Libertador General Bernardo O'Higgins;Chépica
9161-81477-FB;XV de Arica y Parinacota;General Lagos
56910-7617-BF;XVI de Ñuble;Ránquil
23068-51655-FE;V de Valparaíso;Zapallar
93680-9354-DB;Metropolitana de Santiago;La Reina
74171-50501-OI;VI del Libertador General Bernardo O'Higgins;Nancagua
80022-83795-DB;IX de La Araucanía;Cholchol
70481-96156-DB;VIII del Bío-Bío;San Rosendo
54656-84027-LD;Metropolitana de Santiago;Curacaví
67248-61238-MH;XVI de Ñuble;Chillán
28560-61745-AI;IX de La Araucanía;Cunco
31018-89346-EA;Metropolitana de Santiago;Cerrillos
65034-64766-BO;X de Los Lagos;Frutillar
93533-26281-JN;V de Valparaíso;Quintero
44066-48082-FD;X de Los Lagos;Puqueldón
62990-45838-OK;VIII del Bío-Bío;Lota
4144-42035-JG;XV de Arica y Parinacota;General Lagos
28528-84355-JI;VIII del Bío-Bío;Curanilahue
76564-45171-JB;Metropolitana de Santiago;Colina
92194-78868-BK;IX de La Araucanía;Pitrufquén
69698-29313-JL;X de Los Lagos;Dalcahue
94403-4548-GL;V de Valparaíso;Catemu
18915-70477-OF;III de Atacama;Chañaral
3855-36873-GO;II de Antofagasta;Taltal
26472-10462-DJ;Metropolitana de Santiago;Puente Alto
1306-6559-BL;IX de La Araucanía;Lonquimay
60882-3547-BB;VIII del Bío-Bío;Nacimiento
90502-76928-ML;XVI de Ñuble;Quirihue
42431-29283-NK;Metropolitana de Santiago;Pedro Aguirre Cerda
41232-7608-HA;XVI de Ñuble;San Fabián
73086-17022-HK;V de Valparaíso;Rinconada
2103-21741-AA;X de Los Lagos;Quemchi
97438-79561-LM;XI de Aysén del General Carlos Ibáñez del Campo;Cisnes
67201-18973-JL;IX de La Araucanía;Toltén
98525-35480-EE;VI del Libertador General Bernardo O'Higgins;San Vicente
78585-25161-JA;XVI de Ñuble;San Fabián
16182-44902-EG;X de Los Lagos;Curaco de Vélez
66725-15510-KB;IX de La Araucanía;Pitrufquén
50050-32251-FG;IX de La Araucanía;Loncoche
54169-77009-LI;X de Los Lagos;Palena
39840-44298-LB;VI del Libertador General Bernardo O'Higgins;Rancagua
28559-37558-ID;IX de La Araucanía;Victoria
10806-75092-KO;IV de Coquimbo;Vicuña
36852-87464-OB;VII del Maule;Cauquenes
8658-3342-BJ;VI del Libertador General Bernardo O'Higgins;Coltauco
25658-65496-JB;VI del Libertador General Bernardo O'Higgins;San Fernando
45051-71316-BO;X de Los Lagos;Futaleufú
21746-76520-NA;X de Los Lagos;Queilén
74797-14677-AB;VIII del Bío-Bío;Santa Bárbara
84606-21184-DL;VII del Maule;Talca
72080-49743-GM;XV de Arica y Parinacota;Arica
22420-28066-HO;VIII del Bío-Bío;Arauco
86330-40502-HI;IX de La Araucanía;Pucón
56768-16777-KK;IX de La Araucanía;Lonquimay
96329-48152-KM;XIV de Los Ríos;Futrono
68088-2441-JJ;VI del Libertador General Bernardo O'Higgins;Las Cabras
1688-13873-MG;VIII del Bío-Bío;Los Ángeles
4386-27352-KA;XV de Arica y Parinacota;Arica
89587-2508-HM;VII del Maule;Colbún
97409-91480-LA;VIII del Bío-Bío;San Pedro de la Paz
96825-33560-LM;XIV de Los Ríos;La Unión
35886-64990-KI;V de Valparaíso;Cabildo
31717-39461-FB;X de Los Lagos;Chaitén
25435-50087-OA;II de Antofagasta;Antofagasta
25553-6809-KG;Metropolitana de Santiago;Providencia
7926-67843-GI;X de Los Lagos;Dalcahue
82029-62740-BB;V de Valparaíso;Papudo
80739-59185-HO;VI del Libertador General Bernardo O'Higgins;Pichilemu
18050-49134-HJ;Metropolitana de Santiago;Isla de Maipo
21726-53717-MM;IX de La Araucanía;Loncoche
66228-42557-DL;VI del Libertador General Bernardo O'Higgins;Nancagua
14058-74054-DA;XIV de Los Ríos;Lanco
18424-23462-BD;VIII del Bío-Bío;Alto Biobío
70344-80601-FK;IX de La Araucanía;Pitrufquén
1638-85984-EN;IX de La Araucanía;Pucón
27525-25104-JK;VI del Libertador General Bernardo O'Higgins;Coltauco
18083-45873-JM;XIV de Los Ríos;La Unión
34074-16137-HI;XII de Magallanes y de La Antártica Chilena;Cabo de Hornos
10215-82549-BO;Metropolitana de Santiago;San Joaquín
37515-80813-KM;V de Valparaíso;Hijuelas
39819-22271-NL;IV de Coquimbo;Río Hurtado
23122-94427-MA;Metropolitana de Santiago;Recoleta
92698-12689-OD;XI de Aysén del General Carlos Ibáñez del Campo;Lago Verde
19045-94434-IH;VIII del Bío-Bío;Arauco
4424-57980-JA;IX de La Araucanía;Gorbea
24862-51069-AE;VII del Maule;San Javier
8360-43543-AB;VIII del Bío-Bío;Chiguayante
24872-97253-FG;X de Los Lagos;Cochamó
68686-83800-HD;VI del Libertador General Bernardo O'Higgins;Peumo
56652-85102-KG;V de Valparaíso;Los Andes
31461-72479-ON;IX de La Araucanía;Los Sauces
61114-66621-KH;Metropolitana de Santiago;San Miguel
35555-29288-AN;VIII del Bío-Bío;Lota
42551-66319-LM;IX de La Araucanía;Saavedra
77835-62145-LH;XVI de Ñuble;Bulnes
63695-56246-OJ;VI del Libertador General Bernardo O'Higgins;Chépica
18063-89269-HJ;VIII del Bío-Bío;Cañete
73842-4180-BK;VI del Libertador General Bernardo O'Higgins;Navidad
17047-78827-EO;IX de La Araucanía;Lonquimay
27096-6242-FD;Metropolitana de Santiago;San Joaquín
93070-94112-KB;IV de Coquimbo;La Higuera
84439-14009-HE;V de Valparaíso;El Quisco
86711-44949-IF;VIII del Bío-Bío;Los Ángeles
39307-11418-EF;VIII del Bío-Bío;Coronel
81734-42014-DE;XV de Arica y Parinacota;Putre
81979-62791-MG;XI de Aysén del General Carlos Ibáñez del Campo;Tortel
25252-45676-DH;VIII del Bío-Bío;Mulchén
61187-90940-GD;X de Los Lagos;Chaitén
48533-13897-AJ;VI del Libertador General Bernardo O'Higgins;Graneros
77930-67457-LF;V de Valparaíso;Zapallar
19674-27835-OH;I de Tarapacá;Pozo Almonte
10894-11086-FI;X de Los Lagos;Puerto Varas
41879-42156-GJ;XVI de Ñuble;Bulnes
7927-2911-IK;XIV de Los Ríos;Los Lagos
33261-55593-JL;X de Los Lagos;Hualaihué
96015-79345-AH;Metropolitana de Santiago;Independencia
65131-32710-AH;III de Atacama;Huasco
77200-44167-NB;XVI de Ñuble;Pemuco
15072-88109-EM;VIII del Bío-Bío;Concepción
51705-87018-LG;II de Antofagasta;Taltal
98575-81810-OO;XV de Arica y Parinacota;Arica
13878-559-BB;X de Los Lagos;Frutillar
6779-11929-DJ;VII del Maule;Romeral
11813-15617-DN;X de Los Lagos;Quemchi
23477-10729-OB;V de Valparaíso;Puchuncaví
29638-87085-JB;XVI de Ñuble;Quillón
56294-18154-JD;III de Atacama;Caldera
50588-28132-OI;VII del Maule;Yerbas Buenas
82012-74155-KH;X de Los Lagos;Maullín
36675-29227-BO;VI del Libertador General Bernardo O'Higgins;San Fernando
88088-47235-AE;V de Valparaíso;San Antonio
60331-8911-NM;XII de Magallanes y de La Antártica Chilena;Laguna Blanca
34272-81866-BF;V de Valparaíso;San Esteban
92493-26593-GH;Metropolitana de Santiago;San José de Maipo
55002-32532-HK;VIII del Bío-Bío;Contulmo
10143-18351-OD;IX de La Araucanía;Angol
52475-87506-NE;Metropolitana de Santiago;Isla de Maipo
60365-14499-MM;X de Los Lagos;Puerto Varas
87802-44226-NJ;VIII del Bío-Bío;Tirúa
66025-7943-JI;V de Valparaíso;Nogales
4842-38289-AM;X de Los Lagos;Hualaihué
97533-38108-EG;Metropolitana de Santiago;Independencia
93508-53270-EN;V de Valparaíso;Villa Alemana
31528-27666-NE;VII del Maule;San Clemente
24524-56264-NJ;V de Valparaíso;Calera
5747-71733-EA;XIV de Los Ríos;Los Lagos
71016-65649-HB;V de Valparaíso;La Cruz
74029-89972-MM;XVI de Ñuble;Pinto
43948-61746-DB;VIII del Bío-Bío;Penco
75267-4236-HH;IV de Coquimbo;Coquimbo
57706-7184-HF;Metropolitana de Santiago;Recoleta
17660-33892-BI;X de Los Lagos;Osorno
67996-50191-OH;XVI de Ñuble;Chillán
96309-12391-NK;XVI de Ñuble;Chillán
88523-15973-GB;VI del Libertador General Bernardo O'Higgins;Chimbarongo
53953-81292-FI;V de Valparaíso;Casablanca
5809-9993-BL;V de Valparaíso;San Felipe
5636-5093-HM;IX de La Araucanía;Melipeuco
13348-49543-OJ;VI del Libertador General Bernardo O'Higgins;Graneros
41296-47519-HJ;X de Los Lagos;Castro
11533-13642-DE;Metropolitana de Santiago;Lo Prado
78598-80140-OF;VI del Libertador General Bernardo O'Higgins;Las Cabras
67339-81769-HE;VII del Maule;Pelarco
87489-71563-FO;Metropolitana de Santiago;Las Condes
28133-35927-LN;XVI de Ñuble;Pemuco
43326-68767-KO;III de Atacama;Copiapó
6589-74487-BA;IX de La Araucanía;Los Sauces
8411-43493-DN;X de Los Lagos;Queilén
55632-49238-JI;VI del Libertador General Bernardo O'Higgins;Machalí
30188-94286-BA;V de Valparaíso;Santo Domingo
50865-90244-DE;Metropolitana de Santiago;Curacaví
34322-44863-GN;IX de La Araucanía;Renaico
48609-84208-NG;X de Los Lagos;Puyehue
12075-30001-GH;Metropolitana de Santiago;San Joaquín
76755-68962-NA;Metropolitana de Santiago;Puente Alto
7106-99381-IK;XIV de Los Ríos;Paillaco
22227-57802-DO;V de Valparaíso;Nogales
20709-43011-HK;XVI de Ñuble;Pemuco
39116-13410-OD;XIV de Los Ríos;Panguipulli
45482-35220-BL;XVI de Ñuble;Ñiquén
61837-51513-HD;Metropolitana de Santiago;Paine
97183-79630-OG;XVI de Ñuble;Chillán Viejo
8228-8026-KM;VII del Maule;Retiro
10161-73517-OE;IX de La Araucanía;Victoria
13062-20109-HN;XII de Magallanes y de La Antártica Chilena;Torres del Paine
4023-5954-MO;I de Tarapacá;Pica
71481-79360-MI;VII del Maule;Villa Alegre
14102-76077-IF;Metropolitana de Santiago;Huechuraba
22994-38663-NO;VII del Maule;Yerbas Buenas
32606-45192-FD;Metropolitana de Santiago;Puente Alto
17318-68906-DM;XVI de Ñuble;Coihueco
13387-94222-BB;IX de La Araucanía;Curacautín
65066-20341-GK;Metropolitana de Santiago;Renca
58364-4863-KO;XIV de Los Ríos;Río Bueno
82839-12015-FG;VII del Maule;Pencahue
79489-55389-OB;IV de Coquimbo;Illapel
35846-60296-HG;VI del Libertador General Bernardo O'Higgins;Malloa
19475-89219-ED;Metropolitana de Santiago;Lo Prado
13753-12634-DK;VIII del Bío-Bío;Hualpén
80902-44098-JB;IX de La Araucanía;Galvarino
67538-33566-EM;VI del Libertador General Bernardo O'Higgins;Santa Cruz
8670-62787-JG;Metropolitana de Santiago;San Bernardo
8321-95389-KE;Metropolitana de Santiago;San Joaquín
96278-69176-MM;IX de La Araucanía;Ercilla
24655-60189-MK;VI del Libertador General Bernardo O'Higgins;Rancagua
31824-25841-IA;V de Valparaíso;Puchuncaví
60150-41958-IH;Metropolitana de Santiago;Calera de Tango
27411-76422-NB;Metropolitana de Santiago;Huechuraba
59877-30882-MO;XV de Arica y Parinacota;Arica
26075-57987-MJ;V de Valparaíso;Calle Larga
76419-2484-DH;VI del Libertador General Bernardo O'Higgins;Palmilla
1966-96149-MM;X de Los Lagos;Dalcahue
58099-68759-LM;XI de Aysén del General Carlos Ibáñez del Campo;Coihaique
11127-59321-EI;VI del Libertador General Bernardo O'Higgins;Palmilla
51638-66483-GG;VII del Maule;Teno
35960-43121-GM;Metropolitana de Santiago;Colina
7783-77151-MI;VI del Libertador General Bernardo O'Higgins;Pichidegua
40677-52595-EE;XVI de Ñuble;Portezuelo
30357-91951-BN;Metropolitana de Santiago;Peñaflor
53876-1240-KM;VII del Maule;Licantén
42963-68370-AI;I de Tarapacá;Alto Hospicio
20170-8627-OH;VIII del Bío-Bío;Nacimiento
44529-6027-BN;X de Los Lagos;Llanquihue
19046-11074-HM;VI del Libertador General Bernardo O'Higgins;Codegua
59742-95749-JL;XVI de Ñuble;Treguaco
22450-72172-BD;VII del Maule;Cauquenes
75206-16411-NK;XVI de Ñuble;Treguaco
70956-34851-KG;V de Valparaíso;Calle Larga
81897-47803-KK;Metropolitana de Santiago;Las Condes
30622-26529-DB;V de Valparaíso;Panquehue
47480-22447-JE;XVI de Ñuble;San Nicolás
97701-14175-MO;VIII del Bío-Bío;Penco
37933-54269-DE;VI del Libertador General Bernardo O'Higgins;Malloa
28564-34538-OG;Metropolitana de Santiago;Melipilla
6299-54418-DH;IX de La Araucanía;Vilcún
65065-55539-KO;IX de La Araucanía;Pucón
85783-21088-HB;IX de La Araucanía;Teodoro Schmidt
5264-28825-BJ;V de Valparaíso;El Tabo
57105-52049-HE;IV de Coquimbo;Punitaqui
32425-75307-EN;XII de Magallanes y de La Antártica Chilena;San Gregorio
49167-61547-EF;VI del Libertador General Bernardo O'Higgins;Codegua
26057-48703-BJ;VII del Maule;San Clemente
65971-71257-IG;X de Los Lagos;Palena
9651-92093-KJ;VIII del Bío-Bío;Tomé
65937-28837-OO;XV de Arica y Parinacota;Putre
86680-63955-KG;V de Valparaíso;Quintero
46906-16690-HG;VII del Maule;Vichuquén
79817-78942-JH;X de Los Lagos;Cochamó
9236-74382-ID;VIII del Bío-Bío;Negrete
13112-47425-BG;XI de Aysén del General Carlos Ibáñez del Campo;Guaitecas
23256-44084-OA;Metropolitana de Santiago;San Joaquín
53293-66711-KH;VIII del Bío-Bío;Negrete
60772-86738-BA;X de Los Lagos;Osorno
72700-69664-LB;X de Los Lagos;Puqueldón
88674-7776-EH;XVI de Ñuble;Portezuelo
70236-25190-NB;VI del Libertador General Bernardo O'Higgins;Coltauco
14514-97088-BO;V de Valparaíso;Petorca
9224-98967-FJ;V de Valparaíso;Valparaíso
14318-61998-BB;V de Valparaíso;Cabildo
48651-8679-BI;Metropolitana de Santiago;San Joaquín
23251-6922-IJ;Metropolitana de Santiago;La Florida
79747-47923-ML;VII del Maule;Teno
75148-77641-BD;V de Valparaíso;Cartagena
75720-15646-MF;VII del Maule;Talca
36394-2763-OA;VII del Maule;Chanco
55295-57932-NL;XVI de Ñuble;San Ignacio
67640-97112-FL;IX de La Araucanía;Perquenco
68314-46905-GK;IV de Coquimbo;Vicuña
94249-20322-BB;V de Valparaíso;Santo Domingo
56839-24626-GK;Metropolitana de Santiago;San Joaquín
65336-42404-FO;Metropolitana de Santiago;Lampa
79825-72441-OF;II de Antofagasta;Taltal
58232-45100-AA;III de Atacama;Huasco
64213-88943-DG;I de Tarapacá;Camiña
53840-35648-EK;IX de La Araucanía;Teodoro Schmidt
15062-96954-LE;VI del Libertador General Bernardo O'Higgins;Peumo
58036-89534-FH;V de Valparaíso;Los Andes
34008-11692-BA;XVI de Ñuble;Ninhue
58905-63729-AD;V de Valparaíso;Quillota
2817-76027-IF;VII del Maule;Colbún
55783-68513-LM;XVI de Ñuble;Cobquecura
83081-78270-ME;Metropolitana de Santiago;Pedro Aguirre Cerda
32373-37907-JB;Metropolitana de Santiago;Peñalolén
22238-80557-JO;X de Los Lagos;Río Negro
76592-96845-FN;XI de Aysén del General Carlos Ibáñez del Campo;Chile Chico
72722-85254-NI;Metropolitana de Santiago;La Cisterna
31631-83582-IB;XI de Aysén del General Carlos Ibáñez del Campo;Coihaique
84515-74183-GO;X de Los Lagos;Puerto Montt
32576-74688-EH;VI del Libertador General Bernardo O'Higgins;Chimbarongo
7421-31160-KA;Metropolitana de Santiago;Isla de Maipo
20358-56249-HJ;V de Valparaíso;Concón
98258-53288-EL;VI del Libertador General Bernardo O'Higgins;Lolol
77166-6798-GH;VII del Maule;Parral
47885-51828-NK;XVI de Ñuble;Ñiquén
3754-34290-BE;VIII del Bío-Bío;Coronel
21282-95606-NL;X de Los Lagos;Puerto Montt
34079-77347-BO;VI del Libertador General Bernardo O'Higgins;Requínoa
60869-89130-JH;I de Tarapacá;Pica
94311-39819-BG;V de Valparaíso;Quilpué
87338-57451-JD;IV de Coquimbo;Monte Patria
60212-69614-LF;VI del Libertador General Bernardo O'Higgins;Pichilemu
23141-84638-MD;X de Los Lagos;Quemchi
89420-74579-GG;V de Valparaíso;Zapallar
47572-25132-MH;IV de Coquimbo;Andacollo
82303-18757-JE;X de Los Lagos;Curaco de Vélez
73041-71378-AI;Metropolitana de Santiago;La Granja
75346-75988-EE;IX de La Araucanía;Cholchol
13685-52475-BG;Metropolitana de Santiago;Independencia
61706-72038-FN;Metropolitana de Santiago;Pedro Aguirre Cerda
7773-34572-OJ;IX de La Araucanía;Los Sauces
98544-68529-MB;IX de La Araucanía;Purén
67185-62043-BB;I de Tarapacá;Iquique
14701-24144-HF;XII de Magallanes y de La Antártica Chilena;Río Verde
82026-99675-DI;XIV de Los Ríos;La Unión
5140-96828-BA;Metropolitana de Santiago;Maipú
53977-9613-ME;III de Atacama;Freirina
607-52917-HF;VII del Maule;Vichuquén
95756-1045-NL;X de Los Lagos;Quinchao
14627-37275-LE;I de Tarapacá;Iquique
38322-83239-ML;V de Valparaíso;San Esteban
75288-69862-BO;Metropolitana de Santiago;Calera de Tango
43093-53908-FF;XIV de Los Ríos;Lanco
65551-30246-JH;X de Los Lagos;Frutillar
56731-73527-AI;III de Atacama;Tierra Amarilla
15087-68421-KK;V de Valparaíso;Llaillay
4408-41492-LL;XIV de Los Ríos;Paillaco
60501-55767-EJ;Metropolitana de Santiago;Peñalolén
48996-64538-JF;X de Los Lagos;Puerto Montt
74267-19579-BB;VIII del Bío-Bío;Concepción
27790-29989-EN;VI del Libertador General Bernardo O'Higgins;La Estrella
79368-69068-HE;III de Atacama;Vallenar
71143-72192-LA;IX de La Araucanía;Renaico
4040-29635-MN;Metropolitana de Santiago;Lo Espejo
81946-93720-KD;V de Valparaíso;Olmué
90636-54082-GB;VI del Libertador General Bernardo O'Higgins;La Estrella
91070-31154-JB;Metropolitana de Santiago;Peñalolén
91781-33530-IE;II de Antofagasta;María Elena
80913-66700-DI;Metropolitana de Santiago;Puente Alto
42036-12287-HD;Metropolitana de Santiago;Cerrillos
22834-32757-BF;XVI de Ñuble;Treguaco
47384-48736-MB;III de Atacama;Huasco
25303-18587-NA;VIII del Bío-Bío;Contulmo
50175-88513-BH;XVI de Ñuble;Yungay
31137-80918-HB;X de Los Lagos;Futaleufú
3151-78104-NJ;IX de La Araucanía;Ercilla
89066-82660-HE;X de Los Lagos;Osorno
27491-95901-HB;VIII del Bío-Bío;Alto Biobío
76693-44589-EB;XVI de Ñuble;Chillán Viejo
6638-73500-NJ;V de Valparaíso;Quintero
57187-35019-FB;XII de Magallanes y de La Antártica Chilena;Antártica
62596-28295-LN;VI del Libertador General Bernardo O'Higgins;Rancagua
59624-67485-BI;Metropolitana de Santiago;La Cisterna
57218-10276-NN;V de Valparaíso;Calera
77006-55630-NH;III de Atacama;Copiapó
14737-86902-OL;VIII del Bío-Bío;Talcahuano
60523-91418-MN;IX de La Araucanía;Vilcún
85696-95447-HD;V de Valparaíso;Quilpué
22405-49327-DG;X de Los Lagos;Los Muermos
87544-14558-JD;Metropolitana de Santiago;Paine
11825-21923-LN;XI de Aysén del General Carlos Ibáñez del Campo;Chile Chico
24434-60552-HB;VIII del Bío-Bío;Lebu
14268-92109-EG;V de Valparaíso;Isla de Pascua
15120-5502-NB;VIII del Bío-Bío;Penco
23772-23649-FO;IX de La Araucanía;Perquenco
20157-53653-OM;VIII del Bío-Bío;Negrete
69340-72794-NK;X de Los Lagos;Quellón
30542-16839-AF;V de Valparaíso;El Quisco
64884-33846-JM;Metropolitana de Santiago;La Cisterna
80921-68598-BN;V de Valparaíso;Santa María
94456-70586-IN;V de Valparaíso;Villa Alemana
2657-32915-BE;IX de La Araucanía;Perquenco
14333-82121-KN;Metropolitana de Santiago;Renca
76602-4703-FH;III de Atacama;Diego de Almagro
61534-54011-LA;IX de La Araucanía;Ercilla
24101-74874-OE;VI del Libertador General Bernardo O'Higgins;Peumo
15015-26263-EI;VI del Libertador General Bernardo O'Higgins;Palmilla
753-73168-BD;IX de La Araucanía;Galvarino
75973-17587-KF;VI del Libertador General Bernardo O'Higgins;Doñihue
